initial_capital,lookback_window,label_threshold,learning_rate,phase_flexibility,lateral_strength,input_threshold,kerr_constant,system_energy,buy_threshold,sell_threshold,search_depth,trailing_stop_pct,ticker,final_value,trades,return_pct,sharpe,max_drawdown,win_rate,accuracy,timestamp
10000,30,0.010636046609176832,0.1604697527790474,0.10059160758271264,0.27278242835537825,0.715515208210179,0.36096395511681945,53.19692573940071,5.92561361647263,-2.571588124899206,3,0.11611772759544836,NVDA,11282.718799591064,433,12.827187995910643,0.23057176441886357,-23.20%,43.75%,58.06451612903226,2025-12-08 12:05:38
10000,30,0.011396092335856648,0.11254443485058334,0.14248495804950026,0.24720773070751137,0.7053487284368128,0.34096986527927065,61.85854225455654,13.694252057288688,-13.232529368919748,3,0.10840610300386462,NVDA,11129.771564483643,439,11.297715644836426,0.19873189907624725,-22.89%,44.18%,56.344086021505376,2025-12-08 12:05:53
10000,40,0.014631290911166304,0.12260132737958142,0.28764256386025255,0.25862859621834705,0.6858177178262836,0.14755514171721074,68.22313033424393,2.515690131358661,-13.069751523015617,3,0.08344426435884089,NVDA,10573.7056350708,392,5.7370563507080075,0.000823852361483567,-15.76%,38.33%,54.72527472527473,2025-12-08 12:06:08
10000,40,0.02416879732192276,0.11965906713114037,0.20903880229587396,0.21564438740586941,0.5565978613826872,0.2532768293633382,53.56737245705415,11.653961161284379,-3.4892103165495474,3,0.14709741614489152,NVDA,10137.051834106445,368,1.3705183410644532,-0.00818660409520443,-23.77%,43.61%,49.89010989010989,2025-12-08 12:06:24
10000,30,0.01553532293802179,0.05121532074434615,0.1968949390421153,0.2799133996664249,0.7441770393516575,0.21984548732169806,54.60428517884587,6.561824442869411,-11.955571840283376,3,0.11711097305185927,NVDA,11053.43055343628,443,10.534305534362794,0.18915380985792413,-22.33%,43.75%,55.053763440860216,2025-12-08 12:06:39
10000,20,0.01682841207690785,0.1617333897956572,0.2639232399134624,0.3868240499699711,0.5781948530428412,0.39684574985213883,72.78058556136808,4.6357913139479425,-14.153122403554773,3,0.11838103719549056,NVDA,12647.613075256348,407,26.476130752563478,0.43173850361060523,-24.38%,45.15%,62.10526315789474,2025-12-08 12:06:53
10000,40,0.020452512511954964,0.08864790049943456,0.27832669189162473,0.15086971875500454,0.7080185865622439,0.3247889595175314,43.677178225199384,11.821162788094849,-13.309820165436408,3,0.10394412336693125,NVDA,9861.466094970703,388,-1.3853390502929688,-0.15931678793932655,-16.75%,42.07%,48.57142857142857,2025-12-08 12:07:07
10000,40,0.01157034309401578,0.06711015587468615,0.2971546131258903,0.2564121745933413,0.7323828901539112,0.36345077394807934,51.239992520464156,11.659603308027746,-10.601912620374222,3,0.10960168672578469,NVDA,9827.033798217773,428,-1.7296620178222657,-0.14015751388534875,-18.52%,42.73%,54.285714285714285,2025-12-08 12:07:19
10000,40,0.014043514886427706,0.17527249793675692,0.21307891725634068,0.08637506187752277,0.6178190061865694,0.4805488774242733,53.91260291093015,30.00919182794081,-27.975168396003944,3,0.10312005939517298,NVDA,10158.700004577637,418,1.5870000457763673,-0.06553099824883213,-16.31%,42.95%,54.72527472527473,2025-12-08 12:14:02
10000,30,0.014122901684033726,0.11405057928971428,0.24527167971969804,0.18336683391686265,0.7367587641873996,0.3825228277471888,55.67326776557355,35.16896699010006,-30.874642104814516,3,0.1092567206567809,NVDA,11232.551326751709,435,12.32551326751709,0.21710538558566372,-22.21%,44.40%,55.91397849462365,2025-12-08 12:14:14
10000,40,0.011163218455741532,0.1719232098040233,0.18453519366374455,0.10806474425303776,0.7430289205650116,0.33336726307235776,41.448886535877136,20.65489966356006,-37.11318407216125,3,0.09069480674004397,NVDA,10196.320838928223,420,1.9632083892822265,-0.10880668780594467,-13.62%,42.29%,56.48351648351648,2025-12-08 12:14:27
10000,40,0.011316165487962838,0.12139022852532001,0.18197083305591588,0.18451018173095288,0.6173401027053309,0.3849890325532601,45.019232462985364,30.50285392167546,-20.088676683569293,3,0.08103208805662322,NVDA,10535.541091918945,394,5.3554109191894534,-0.013262651127944556,-16.24%,39.65%,55.16483516483517,2025-12-08 12:14:40
10000,30,0.010620748567429394,0.10287905638619772,0.20746306161084416,0.10354639006405071,0.6703142423271208,0.2796090945082938,58.529155853693794,27.914048105364216,-37.14062080748347,3,0.09415262566336441,NVDA,11405.051410675049,435,14.050514106750489,0.2524190010848235,-21.28%,42.03%,56.98924731182796,2025-12-08 12:14:54
10000,30,0.013536435629992495,0.19078734362427902,0.23762851896199944,0.16452278905474907,0.7042362984651253,0.3981120675048642,50.33150867731866,28.026620958643523,-36.54381486815519,3,0.146098789815428,NVDA,11749.90189743042,425,17.4990189743042,0.31014015536704587,-27.36%,45.69%,56.12903225806451,2025-12-08 12:15:07
10000,40,0.012662530148204575,0.11638719002502056,0.19275661643268785,0.10907887676920383,0.6025939333848278,0.4303385855623191,51.1854189238141,37.1192794943378,-31.770027432273054,3,0.12013140726681601,NVDA,9918.465530395508,428,-0.8153446960449219,-0.08748944694934568,-19.55%,43.83%,54.72527472527473,2025-12-08 12:15:20
10000,30,0.010688416465099274,0.10319215052998011,0.2087405845050741,0.09103332367135314,0.6793994456529953,0.4602517203823624,52.97788469300456,35.096659581336546,-20.372381665065518,3,0.11795077950525412,NVDA,11232.96109008789,437,12.329610900878906,0.2218972947148055,-23.11%,43.32%,56.98924731182796,2025-12-08 12:15:35
10000,40,0.013247824999572808,0.16702944052168794,0.21432760534548645,0.18696431077813755,0.6203088402065711,0.26662866676641456,49.28087501607868,30.79811860282081,-34.80518854691665,3,0.1250907864452555,NVDA,10099.133331298828,420,0.9913333129882813,-0.04365171669434898,-19.10%,43.83%,55.824175824175825,2025-12-08 12:15:48
10000,30,0.011976043244086475,0.12999829803973006,0.20105967880995002,0.1868924393769749,0.663896412167445,0.4243572083202839,58.09961892036128,25.46794734763221,-26.70940181144856,3,0.09940420632094582,NVDA,11329.956199645996,435,13.29956199645996,0.2359422415753107,-22.17%,42.24%,56.55913978494623,2025-12-08 12:16:02
10000,40,0.010818639514688672,0.13010141788188762,0.1943626658076044,0.1909119235400497,0.6959618363475801,0.4068233305740938,49.38469122535362,23.274970275059776,-35.335756111768035,3,0.13656107673509005,NVDA,10053.78296661377,434,0.5378296661376953,-0.05624046005018633,-20.01%,44.71%,55.16483516483517,2025-12-08 12:16:14
10000,20,0.01286027157063625,0.16336752037066868,0.2507459754474224,0.177411013822185,0.6016661529268584,0.36787710919933814,42.39659527823364,25.211915428024305,-39.69467335497809,3,0.09869921319605926,NVDA,12467.46508026123,419,24.674650802612305,0.4140561501723227,-24.88%,43.25%,63.368421052631575,2025-12-08 12:16:32
10000,40,0.013263139918815286,0.14049364730306418,0.24222937167616831,0.08888307415339365,0.638492608127957,0.4256819235424447,45.574534496275646,26.399066620314642,-37.82908390210455,3,0.09871314190013539,NVDA,10252.75830078125,418,2.5275830078125,-0.06313843349683919,-16.16%,42.51%,55.824175824175825,2025-12-08 12:16:48
10000,40,0.01025495053191509,0.147130117835282,0.1588871353412291,0.08457775881465524,0.6706945589003432,0.4029951872288191,40.82828661254182,22.243950549503847,-38.0540623112927,3,0.12499678851140211,NVDA,10146.493530273438,432,1.464935302734375,-0.04236614704129681,-18.82%,44.49%,55.16483516483517,2025-12-08 12:17:03
10000,30,0.01056454180015057,0.12563211440628397,0.2617066986014545,0.1361521970576886,0.6763188052766215,0.4495231312612892,40.35758451103876,30.397620233283465,-30.971696474232736,3,0.09035496705796814,NVDA,11429.234275817871,435,14.29234275817871,0.25808499180859346,-21.28%,41.81%,57.634408602150536,2025-12-08 12:17:17
10000,40,0.014119178862728,0.17555990659315684,0.23633922644861932,0.1686639510322862,0.7430002511748592,0.2503662461180727,43.882567063703775,38.70918342606105,-26.606286138906874,3,0.10962968021469237,NVDA,9949.29574584961,420,-0.5070425415039062,-0.1015252195843267,-18.95%,43.39%,53.62637362637363,2025-12-08 12:17:30
10000,40,0.010696215935207604,0.13197374727337588,0.18255016983054984,0.0989667621442643,0.649076727461262,0.4097352035958788,43.40204127587341,20.378668418924242,-29.671232226830192,3,0.10601069945204533,NVDA,10112.311752319336,432,1.1231175231933594,-0.06695025602481129,-16.26%,44.27%,55.604395604395606,2025-12-08 12:17:44
10000,20,0.013675849025550831,0.16995440156289243,0.1747803787766953,0.16342414368951907,0.7153189432477234,0.38558566982695563,47.75029005590121,37.55682908565836,-26.378091132897836,3,0.11709168789982888,NVDA,12568.143981933594,423,25.68143981933594,0.4156071056906013,-25.16%,46.20%,56.42105263157895,2025-12-08 12:17:57
10000,30,0.011365418069711091,0.1978465527893208,0.2699606416729138,0.08910395026549763,0.6772193130458,0.3020468710901729,49.60249846984288,26.470890398360044,-32.82965207257414,3,0.135134210388834,NVDA,11617.260391235352,429,16.172603912353516,0.2893843071917366,-25.35%,45.04%,58.70967741935483,2025-12-08 12:18:11
10000,30,0.011046816517417042,0.14612517637181371,0.28291333649300543,0.18061084780463776,0.7049554677336537,0.28896609624830316,40.39775262807726,37.96340425861956,-29.159357764988876,3,0.1329779539962885,NVDA,11541.511638641357,441,15.415116386413574,0.2772701902377833,-24.67%,44.83%,58.27956989247311,2025-12-08 12:18:26
10000,20,0.011010586848889538,0.14078722585047088,0.22026417799776232,0.07773452400561874,0.6614656621877079,0.28605598174797026,58.26383589174108,20.49012826577988,-32.97782107829002,3,0.08677069441271636,JPM,13347.626007080078,244,33.47626007080078,0.7294482485723527,-16.82%,45.15%,57.89473684210527,2025-12-08 12:18:40
10000,20,0.014446552420686522,0.13708513015732762,0.21594439068296228,0.16837758113862858,0.6798613467722339,0.35503616633696683,52.001645372181855,21.744734600468586,-25.721657324267056,3,0.14892785896754968,JPM,16718.239959716797,190,67.18239959716796,1.2424452605663945,-19.54%,57.17%,52.63157894736842,2025-12-08 12:18:55
10000,40,0.011517997721914123,0.10563235465113145,0.2653043626087934,0.18608054525926931,0.7179487319997209,0.25563678105073206,59.86707350902529,39.44594044811695,-26.49195554986484,3,0.1438256759897728,JPM,16355.593688964844,190,63.555936889648436,1.1772689266064684,-21.99%,57.49%,52.307692307692314,2025-12-08 12:19:09
10000,20,0.010773746976746556,0.19694874584960587,0.2550153217745695,0.10282809411620224,0.7458734082923493,0.25838029892618386,44.2752388470095,36.05994515592998,-28.122725575873833,3,0.14977854771653265,JPM,16966.860641479492,232,69.66860641479492,1.2658596263632518,-19.27%,57.17%,53.05263157894737,2025-12-08 12:19:24
10000,40,0.014951323517187151,0.12750043437342823,0.2610738193561932,0.08849060280344728,0.7106607580234936,0.4486182301853334,44.33547285243167,26.29179523629631,-29.8463490645481,3,0.12705526113359755,JPM,13042.766235351562,220,30.42766235351563,0.6658115265940076,-20.56%,46.04%,48.13186813186813,2025-12-08 12:19:38
10000,20,0.011420050200547755,0.1309485526299278,0.28708390384736043,0.0963385371183109,0.6039771532389094,0.3007578593806218,48.930696549631676,28.096270088600562,-38.487370495376446,3,0.09546213615778282,JPM,13436.31869506836,234,34.36318695068359,0.7525716834668542,-16.32%,44.94%,59.15789473684211,2025-12-08 12:19:53
10000,30,0.01394929359492273,0.1626775111889065,0.2205830198750519,0.09265866500055718,0.674492923502048,0.2711265336737958,46.16901938028725,24.90229727806322,-20.91187438068198,3,0.12244198792653052,JPM,13170.280563354492,201,31.702805633544923,0.6873259470286733,-20.13%,46.77%,54.623655913978496,2025-12-08 12:20:07
10000,30,0.012473453118636757,0.10039159521079666,0.17822909827742064,0.10869493691257509,0.7455861538614569,0.3312104233458709,53.41493983246021,37.04692043841688,-37.67957790684219,3,0.14637557943742358,JPM,16004.737747192383,185,60.047377471923824,1.1128331316281093,-22.16%,57.76%,49.89247311827957,2025-12-08 12:20:22
10000,20,0.01380418359343275,0.1914530730752897,0.1900425202615231,0.13669174376227877,0.6902595244856264,0.2532509130627925,55.94615789835541,34.00950640145813,-25.052721312814413,3,0.10764905527290346,JPM,13337.282241821289,227,33.37282241821289,0.7229553431835881,-17.86%,45.15%,52.21052631578947,2025-12-08 12:20:40
10000,40,0.014782123125156931,0.1694871570133572,0.17795917754273274,0.08573158739875182,0.6743397352572916,0.40909965884835076,48.65947402122765,31.544838938498167,-39.52753894970584,3,0.13731362642468706,JPM,15585.012832641602,195,55.85012832641601,1.0955151943391765,-20.09%,57.93%,50.54945054945055,2025-12-08 12:20:54
10000,30,0.012683997488861756,0.17357882467807081,0.21834987631816838,0.19173901581030145,0.6566567723088335,0.4264248145701809,55.6238557978282,29.158137118083935,-32.66591820620982,3,0.10867455116057513,JPM,13094.016510009766,228,30.940165100097655,0.6813727168986456,-18.18%,46.34%,51.3978494623656,2025-12-08 12:21:09
10000,40,0.014890499777073915,0.16207932765507546,0.16668066847324592,0.18153630726002973,0.664144482439398,0.26652451768894725,45.653231529044575,36.137994898328785,-25.97565374395911,3,0.14045719640497895,JPM,15996.14486694336,189,59.961448669433594,1.1516531153638734,-20.44%,57.49%,49.45054945054945,2025-12-08 12:21:23
10000,40,0.010148646275779551,0.18918821405855285,0.24336718527918022,0.12624046689048202,0.6998058754905334,0.38531873005709283,45.20099685950352,36.40123621039933,-23.822198103172827,3,0.12093288920539039,JPM,13147.920974731445,253,31.479209747314453,0.6902192873398781,-19.56%,46.26%,51.208791208791204,2025-12-08 12:21:37
10000,20,0.012589654702656317,0.1961956911767203,0.23234380957909787,0.1296238332796465,0.6674085548358555,0.43352617630178036,52.80069277978354,32.41154338234277,-34.736043078153045,3,0.11316718935515888,JPM,13394.883911132812,245,33.94883911132813,0.7342883627341943,-17.88%,45.36%,54.315789473684205,2025-12-08 12:21:52
10000,40,0.010832227483673653,0.18744852828944644,0.16406786306784787,0.15732775108605043,0.7452716874133073,0.2859795517059231,43.52205434926635,24.29538792013369,-21.07316830175407,3,0.08271130570899628,JPM,13078.229446411133,262,30.782294464111327,0.6741466479694048,-19.54%,47.36%,53.84615384615385,2025-12-08 12:22:06
10000,20,0.012031114429261476,0.13299574961561247,0.1971174465181678,0.08663556082090236,0.6928427444610668,0.3927482361590488,40.5518460512033,24.82167342758162,-35.50578131598445,3,0.10380811243682964,JPM,13274.960861206055,237,32.74960861206055,0.7071311767611039,-17.51%,45.36%,52.421052631578945,2025-12-08 12:22:23
10000,30,0.0122427532262952,0.14590984088747916,0.22643741034834708,0.1498911663899139,0.6471809383653883,0.38907007974656965,58.77655637589856,39.7479902891598,-20.104813517142873,3,0.1382841459528069,JPM,15644.328430175781,207,56.443284301757814,1.0934813741814353,-19.87%,57.76%,51.182795698924735,2025-12-08 12:22:40
10000,40,0.011012631002866011,0.1217803423224305,0.2067171840585257,0.0895494712948242,0.6613911081820548,0.42468877872702704,48.57638377154481,22.35085012359463,-22.485983965181532,3,0.146926918728315,JPM,16452.292449951172,207,64.52292449951172,1.2001747743939455,-21.13%,57.49%,52.087912087912095,2025-12-08 12:22:57
10000,40,0.014536973817237911,0.18156535489158093,0.2823434751983638,0.11255446530145946,0.7286253115907262,0.3063508091979325,46.54100342749197,28.421873294589545,-30.41405738544948,3,0.1209332388001538,JPM,13043.113220214844,228,30.431132202148437,0.6741088978036415,-19.71%,46.04%,47.69230769230769,2025-12-08 12:23:13
10000,30,0.012449496732565183,0.1020200315025009,0.2744349897580275,0.10578389780934226,0.6915822503155471,0.36097132563146195,53.05044018792799,24.548708078643696,-29.88384451840097,3,0.10499593246052058,JPM,13108.339050292969,228,31.083390502929685,0.6747559164254325,-19.48%,47.41%,50.10752688172043,2025-12-08 12:23:30
10000,40,0.011124981002729666,0.14865115158529393,0.2196273699292869,0.16506531105280975,0.6176001258494312,0.2524386180834767,56.91698705331932,31.835246083492034,-25.39626714477643,3,0.10879818390124534,XOM,10409.645950317383,370,4.096459503173828,-0.09025067435404341,-11.29%,52.86%,48.35164835164835,2025-12-08 12:23:45
10000,30,0.01414489867300256,0.13544960046245852,0.2395604849675,0.10951797217375642,0.6490204404066672,0.4555173840353637,47.30789603481608,26.79314586654587,-29.77590770706393,3,0.1122282658367878,XOM,10391.983390808105,338,3.9198339080810545,-0.10104878349426041,-12.23%,52.80%,46.666666666666664,2025-12-08 12:23:59
10000,40,0.012277421456044156,0.1824648821624175,0.19611266035592473,0.1320714249859538,0.6466332765597399,0.34862504422292784,47.470807064329755,30.22770286515158,-30.836894073877172,3,0.08373769968348073,XOM,9649.413681030273,340,-3.5058631896972656,-0.671674552974069,-10.94%,41.85%,48.13186813186813,2025-12-08 12:24:13
10000,40,0.011993193441183395,0.11886290479290132,0.1566566736316382,0.09814890648160784,0.6207472853152751,0.3856416082610423,42.55731056258872,27.07040049115528,-27.510619039857076,3,0.08482878108562908,XOM,9677.87223815918,343,-3.2212776184082035,-0.5815680358475322,-11.43%,44.93%,47.47252747252747,2025-12-08 12:24:28
10000,30,0.014593533460425245,0.18110419721759394,0.2839442658332203,0.17934571770181396,0.7363762488148256,0.4756265370034676,40.24639374641117,28.849138204966653,-34.03876039958403,3,0.14043320580165575,XOM,10409.712272644043,329,4.097122726440429,-0.08071822519691631,-13.08%,52.80%,45.59139784946237,2025-12-08 12:24:43
10000,20,0.01372528898283168,0.1836733129508235,0.18236437160258023,0.19512799556433286,0.6520608537974203,0.34122390424702587,42.890826611504174,29.29658696163724,-33.17207003002043,3,0.1258019173340033,XOM,10563.466972351074,337,5.634669723510742,-0.04309982937980289,-10.67%,52.53%,51.78947368421053,2025-12-08 12:24:58
